date,open,high,low,close,volume,symbol
2024-02-22,4.733145886832932,4.946810987731438,4.733145886832932,4.921728610992432,39900,MSTY
2024-02-23,4.91661899551953,5.016484260559082,4.7494030159237735,5.016484260559082,53000,MSTY
2024-02-26,5.011839831653855,5.248729495258971,4.8655258882339565,5.223647117614746,69600,MSTY
2024-02-27,5.490264048148261,5.650513000058068,5.297500983057636,5.406656265258789,104700,MSTY
2024-02-28,5.685349528482825,5.995396399451104,5.471684410109864,5.529745578765869,111400,MSTY
2024-02-29,5.847920649182416,5.868822704161347,5.527422768153159,5.843507766723633,127200,MSTY
2024-03-01,5.692316843155556,6.1777082327792385,5.692316843155556,6.166095733642578,73100,MSTY
2024-03-04,6.709548528043527,7.160103322182909,6.709548528043527,7.095074653625488,148500,MSTY
2024-03-05,6.8279919752909555,7.12526525863052,6.038592445658242,6.080164432525635,108100,MSTY
2024-03-06,6.486593222864901,7.111331462860107,6.454079113227369,7.111331462860107,101500,MSTY
2024-03-07,7.343577092626014,7.3784137065825455,6.9905650671309205,7.3528666496276855,71700,MSTY
2024-03-08,7.534017368386394,8.040310859680176,7.331500503434788,8.040310859680176,201000,MSTY
2024-03-11,8.349194806880856,8.648790598708924,8.135529281953602,8.274876594543457,217400,MSTY
2024-03-12,8.453705589874657,8.623011960496564,8.130884783118187,8.62092113494873,129300,MSTY
2024-03-13,9.018060569381007,9.245660229775172,8.78349296674839,9.199211120605469,183600,MSTY
2024-03-14,9.382684522032932,9.382684522032932,8.811361990982714,9.18527603149414,118500,MSTY
2024-03-15,8.915870614526671,9.498805093417303,8.894272212654167,9.487192153930664,107000,MSTY
2024-03-18,9.522030136005807,9.522030136005807,8.321325785571853,8.562859535217285,235900,MSTY
2024-03-19,7.745359264415217,8.370097983579267,7.297127430686146,8.245615005493164,162200,MSTY
2024-03-20,8.227266570357513,8.957676102811327,7.979926336406768,8.956979751586914,101200,MSTY
2024-03-21,9.287464372541592,9.758920750328508,9.180631155287516,9.30372142791748,145900,MSTY
2024-03-22,9.162051069156965,9.22243428471371,8.667369746317453,8.848520278930664,151400,MSTY
2024-03-25,9.287462995835796,10.079417136105286,9.201531846223252,10.065482139587402,173000,MSTY
2024-03-26,10.406882077840201,10.406882077840201,9.993486038424141,10.404559135437012,147700,MSTY
2024-03-27,10.660029564847045,10.660029564847045,10.209474386333463,10.42778491973877,104500,MSTY
2024-03-28,10.622872415733287,10.622872415733287,9.582415434176882,9.984199523925781,274000,MSTY
2024-04-01,9.905233825730956,10.427784243328752,9.498805723154891,9.807690620422363,256500,MSTY
2024-04-02,9.285141735065126,9.619573738576454,8.984385314780424,9.582414627075195,257500,MSTY
2024-04-03,9.668344564418497,10.18857205936979,9.551060773722728,9.786788940429688,762700,MSTY
2024-04-04,10.265431725490519,10.389018448868963,9.745336984077083,9.84317684173584,356200,MSTY
2024-04-05,9.493013097956213,9.953889220243262,8.828734397888184,8.828734397888184,244700,MSTY
2024-04-08,9.60372632542842,9.614025463587906,9.09908034177212,9.24197769165039,406400,MSTY
2024-04-09,9.08363137659064,9.08363137659064,8.519766837798821,8.903401374816895,325500,MSTY
2024-04-10,8.759216697263232,9.526484815927716,8.578985707012407,9.523910522460938,251800,MSTY
2024-04-11,9.626898958190067,9.626898958190067,9.333380393983237,9.523910522460938,168100,MSTY
