date,open,high,low,close,volume,symbol
2023-08-07,40.59442308163962,41.05163440709863,39.825920044218286,41.01272201538086,74896100,TQQQ
2023-08-08,40.1663969118882,40.1663969118882,38.911500141704664,39.96211242675781,94390000,TQQQ
2023-08-09,40.03994124105949,40.08857988346531,38.376475178902645,38.629398345947266,99715300,TQQQ
2023-08-10,39.553539774011966,40.613878302070475,38.29864300292724,38.80449295043945,130277100,TQQQ
2023-08-11,37.96789941257119,38.590482892209124,37.54960044139754,38.026268005371094,100786900,TQQQ
2023-08-14,37.773343491027674,39.33952837678439,37.54959908217231,39.290889739990234,71276800,TQQQ
2023-08-15,38.97959561026573,39.24224868584272,37.821979797958164,38.084632873535156,81276800,TQQQ
2023-08-16,37.86088970700872,38.34728348255131,36.790824885171,36.82000732421875,95111000,TQQQ
2023-08-17,37.209123932912235,37.31613115757281,35.43865088186447,35.5748405456543,105116400,TQQQ
2023-08-18,34.563138009555075,35.80830850853598,34.407492161043685,35.40946578979492,123501000,TQQQ
2023-08-21,35.86667383048292,37.33558502311858,35.711027980027126,37.1215705871582,95743600,TQQQ
2023-08-22,37.90953097360166,37.9192572160439,36.74218520336773,36.956199645996094,90184000,TQQQ
2023-08-23,37.30640040830162,39.028234787115686,37.238305577858966,38.697486877441406,87727000,TQQQ
2023-08-24,39.7675512570853,39.79673369255909,36.090412240916784,36.148780822753906,116198600,TQQQ
2023-08-25,36.41143231954915,37.51068310975036,35.36082015669006,37.00483322143555,139144700,TQQQ
2023-08-28,37.89007176872288,38.10408248346531,37.043747729643755,37.831703186035156,91320500,TQQQ
2023-08-29,37.74415697550248,40.39014035350511,37.6371497490553,40.24422073364258,93747800,TQQQ
2023-08-30,40.30258625884012,41.12945414613937,39.96211211957333,40.915443420410156,92979100,TQQQ
2023-08-31,40.89599004551163,41.81040901895382,40.87653384894179,41.28510284423828,81121400,TQQQ
2023-09-01,42.034149634324436,42.180069252879505,40.61388068540069,41.13918685913086,82529200,TQQQ
2023-09-05,40.82789399557511,41.65476191524288,40.5263285240696,41.246192932128906,61889300,TQQQ
2023-09-06,40.99326751886213,41.09054850218926,39.475721287859706,40.15666961669922,74029100,TQQQ
2023-09-07,38.658575070199184,39.49516916382618,38.3083709928769,39.281158447265625,84311500,TQQQ
2023-09-08,39.213063717429186,40.117756349075925,39.07687035633717,39.397891998291016,74770800,TQQQ
2023-09-11,40.360954658548636,40.94462566914221,39.72864130466411,40.74034118652344,70856400,TQQQ
2023-09-12,40.21503886469497,40.672250216588175,39.30061987179868,39.43680953979492,77762100,TQQQ
2023-09-13,39.475723492809564,40.36096008063664,39.09633320297772,39.825923919677734,85424700,TQQQ
2023-09-14,40.3706834516982,41.090547873749,39.68973142238311,40.75979995727539,76189900,TQQQ
2023-09-15,40.322047969761655,40.45823764409789,38.357016513605146,38.66830825805664,89919800,TQQQ
2023-09-18,38.35701281920858,39.125515862818524,38.259735550020714,38.755855560302734,62399100,TQQQ
2023-09-19,38.33755634906337,38.746129040688814,37.549597115072096,38.52238464355469,74370700,TQQQ
2023-09-20,38.82403417546857,38.95094304781605,36.8032713399133,36.852081298828125,98019200,TQQQ
2023-09-21,35.680627637670966,35.90515645284665,34.72393818537223,34.75322341918945,108410600,TQQQ
2023-09-22,35.270619760249396,35.90515674996324,34.67512850796108,34.78251266479492,94090600,TQQQ
2023-09-25,34.47012657893918,35.280382471643556,34.17725932416807,35.2413330078125,81269200,TQQQ
2023-09-26,34.47012736498969,34.63608200411334,33.35723996419744,33.66963195800781,105339700,TQQQ
2023-09-27,33.98201794786091,34.431075590143664,32.83008488359704,33.8746337890625,128435800,TQQQ
2023-09-28,33.572004770288,35.30966480431664,33.3181907241788,34.69465255737305,134072900,TQQQ
2023-09-29,35.709915455609334,36.119923611809455,34.39202411647725,34.77274703979492,143429100,TQQQ
2023-10-02,34.82155339872954,36.022299958099104,34.63607406973445,35.6025276184082,118231600,TQQQ
2023-10-03,34.86060200400554,35.524427840160286,33.23032636671676,33.71843338012695,133269500,TQQQ
2023-10-04,33.952735492846266,35.329197641908614,33.81606607327392,35.08514404296875,126379600,TQQQ
2023-10-05,35.036328757992244,35.143712921085005,33.67939154937313,34.71417999267578,109003100,TQQQ
2023-10-06,33.82582218573266,36.79351040649711,33.59152914842841,36.46159744262695,147448700,TQQQ
2023-10-09,35.73920267795393,37.18399925597713,35.28038080946029,36.99851989746094,105483000,TQQQ
2023-10-10,37.1058998852264,38.43355178525196,36.94970576310349,37.6037712097168,108054800,TQQQ
2023-10-11,38.013782968013146,38.472604874243395,37.48663008362061,38.40427017211914,95855400,TQQQ
2023-10-12,38.531174331725644,39.097376611663776,37.213282972973815,37.95520782470703,118254600,TQQQ
2023-10-13,38.1602082442131,38.34568757736806,36.090635453155535,36.52016830444336,129755500,TQQQ
2023-10-16,36.92042157980203,38.07235465973135,36.871611613492156,37.75020217895508,86576100,TQQQ
2023-10-17,36.627561593336424,37.89663945969537,35.97349606497505,37.389007568359375,105193500,TQQQ
2023-10-18,36.57874329213474,37.27185440509159,35.46585982086065,35.807533264160156,131582600,TQQQ
2023-10-19,36.26635657634434,36.61779053654069,34.597027576595075,34.85084533691406,185025200,TQQQ
2023-10-20,34.67513097744509,34.85084984223993,33.21080958679604,33.279144287109375,138861400,TQQQ
2023-10-23,32.86912706496575,34.56774124295905,32.27363959018247,33.57200241088867,131799500,TQQQ
2023-10-24,34.06987473505039,34.74346114626875,33.58176766849644,34.5189323425293,122537300,TQQQ
2023-10-25,33.806294514338525,33.85510447337481,31.80505640216165,31.990535736083984,164181600,TQQQ
2023-10-26,31.609814871641657,31.863628909303777,29.74524415265088,30.12596893310547,187023700,TQQQ
2023-10-27,30.828844492690944,31.463383352994608,30.21383036334575,30.555503845214844,147351100,TQQQ
2023-10-30,31.190041436665677,31.912437789807182,30.82884139811428,31.541479110717773,132152800,TQQQ
2023-10-31,31.551243707724808,32.10768552253113,30.84837013038749,32.000301361083984,111461800,TQQQ
2023-11-01,32.21506481111771,33.80629481267903,32.185779580229735,33.65010070800781,166317800,TQQQ
2023-11-02,34.90941649190426,35.514671948348834,34.557982524758934,35.43657302856445,117067000,TQQQ
2023-11-03,35.82706100604323,37.07661395972706,35.75872631163624,36.68613052368164,114330600,TQQQ
