date,open,high,low,close,volume,symbol
2023-08-07,437.07645044173086,439.180452473231,436.37511643123077,439.02459716796875,58357500,SPY
2023-08-08,436.4627752538802,439.01487241076063,433.7256315080444,437.11541748046875,71361300,SPY
2023-08-09,437.388104782902,437.5537103129257,433.4236195707068,434.1931457519531,78789600,SPY
2023-08-10,436.56991547990276,439.98892228140517,433.1704091693041,434.3490295410156,93005500,SPY
2023-08-11,432.4593281355523,435.11855897030244,431.8554074402598,434.09576416015625,68690900,SPY
2023-08-14,433.17044035569324,436.49200439453125,432.8587297423723,436.49200439453125,47867400,SPY
2023-08-15,434.6996914970112,435.06012359694716,430.83261921259293,431.4073486328125,75707500,SPY
2023-08-16,430.98844111659446,432.6638482927137,428.13441363341985,428.2415771484375,80107200,SPY
2023-08-17,429.72218687393826,429.985175967292,424.45244667677787,424.97845458984375,95711300,SPY
2023-08-18,422.1341595983843,426.2252795266079,421.7835074638071,425.1830139160156,98852000,SPY
2023-08-21,426.2057717615397,428.6993970971765,424.0336072701389,427.9493713378906,68719000,SPY
2023-08-22,429.74169388757167,429.74169388757167,426.2253031952361,426.7902526855469,64994200,SPY
2023-08-23,427.86173547363484,432.1671529261271,427.7156304107771,431.5437316894531,68441000,SPY
2023-08-24,433.16065654981514,433.6769142078476,425.5336459923203,425.5628967285156,88517300,SPY
2023-08-25,427.30648638229246,429.8585537812075,423.7219036193333,428.56304931640625,102325100,SPY
2023-08-28,430.77422450987956,431.9041532567325,428.56308852352925,431.28076171875,61595400,SPY
2023-08-29,431.1735437614665,437.7972600904608,430.98846745487197,437.5147705078125,83081900,SPY
2023-08-30,437.85572346311113,439.95972547776927,437.14463921223677,439.31683349609375,69053900,SPY
2023-08-31,439.9402336917453,441.089633139444,438.4888738760301,438.6739501953125,66084600,SPY
2023-09-01,441.4208022646098,441.9078389055889,438.02126629665247,439.49212646484375,58944100,SPY
2023-09-05,439.04410194146914,439.36553307483445,437.5245498582943,437.59271240234375,55166200,SPY
2023-09-06,436.7744736941856,436.8816372178162,432.30348069233634,434.6510009765625,70758500,SPY
2023-09-07,431.62165090443455,433.99839238349426,431.27099874835744,433.3165588378906,70355400,SPY
2023-09-08,433.3652260097677,435.51791978263486,433.0048236276994,433.9691467285156,61659700,SPY
2023-09-11,436.61863486064624,437.13489255414964,434.8945357090652,436.8232116699219,60180100,SPY
2023-09-12,435.36207268757624,436.90109541972345,433.8425207199116,434.42694091796875,67565400,SPY
2023-09-13,434.65101260162095,436.1023723846113,433.54055471096495,434.9335021972656,60199300,SPY
2023-09-14,437.4271520106992,439.38501934482065,436.11214696599234,438.6836853027344,83430800,SPY
2023-09-15,437.08345243734163,437.4158019661534,432.95836266141333,433.3982238769531,111848900,SPY
2023-09-18,433.0854632297016,434.9622941238854,432.6064932410341,433.6524353027344,55752200,SPY
2023-09-19,432.7237887086443,433.3200848648617,430.0454229029599,432.75311279296875,66514600,SPY
2023-09-20,434.0238779369196,434.44419974165896,428.5693597886313,428.774658203125,82562600,SPY
2023-09-21,425.90077594366056,426.16469269187604,421.5313085692554,421.6877136230469,104095800,SPY
2023-09-22,422.7238749981699,424.336759248272,420.3191808335087,420.7395324707031,100829700,SPY
2023-09-25,419.51767406424574,422.54792899068275,419.0777829523611,422.50885009765625,70874500,SPY
2023-09-26,419.439432018477,420.15302449578013,415.4609622919606,416.3016357421875,96168400,SPY
2023-09-27,417.48439133556235,418.0513633643946,412.7923592127114,416.4677734375,104705800,SPY
2023-09-28,415.9106867714091,420.5733956069414,415.3143905588382,418.8822937011719,92258300,SPY
2023-09-29,421.96139691596545,422.1373414072314,416.3309345457559,417.8656311035156,115111300,SPY
2023-10-02,417.0249791415545,418.9604581386107,414.91355564418797,417.699462890625,83798600,SPY
2023-10-03,415.500051323109,417.7580951514268,410.72980173267064,412.10809326171875,103760600,SPY
2023-10-04,412.5773245188018,415.86174118597603,411.10127604748675,415.10906982421875,87453000,SPY
2023-10-05,414.8158016254417,415.80309549159205,411.697574633212,414.9526672363281,70142700,SPY
2023-10-06,412.4795213211446,421.4335083697894,411.1403386102527,419.8792724609375,113273300,SPY
2023-10-09,417.9634145879017,423.14423179174946,417.4062569570004,422.5675048828125,80374400,SPY
2023-10-10,423.202855460451,427.38659384117693,422.80207308974036,424.7668762207031,78607300,SPY
2023-10-11,425.8421368181845,426.7609680529945,423.43744262520266,426.5068359375,62451700,SPY
2023-10-12,427.1226603756323,427.50387345452793,421.5313065125249,423.9066467285156,81154200,SPY
2023-10-13,425.421777892383,426.63390960644494,420.2116668925535,421.79522705078125,95143100,SPY
2023-10-16,424.0631128668126,427.3084510644043,423.81873552960633,426.2331848144531,75433200,SPY
2023-10-17,423.0758263345883,428.2859679611293,422.7239372817944,426.213623046875,75324700,SPY
2023-10-18,424.4247382272408,425.3924628264014,419.4394351496232,420.53424072265625,93559800,SPY
2023-10-19,421.2576248349315,423.0855623664448,416.15502533712146,416.8392639160156,121323000,SPY
2023-10-20,416.3993486036533,416.9467513282041,411.60953001701756,411.7170715332031,123919900,SPY
2023-10-23,410.17259028008147,414.90376070413487,408.4033011474909,411.00347900390625,92035100,SPY
2023-10-24,413.1442945629212,415.26550284339015,411.27724824329425,414.1022644042969,78564200,SPY
2023-10-25,412.40141319861493,412.43073728438776,407.64091784589976,408.15899658203125,94223200,SPY
2023-10-26,407.0836716126926,407.9438545518795,402.34274656985315,403.2713623046875,115156800,SPY
2023-10-27,404.8745175933437,405.2752999249537,400.00651128267856,401.4434509277344,107367700,SPY
2023-10-30,404.25869952338684,407.3085234329511,402.9488407843413,406.2430419921875,86562700,SPY
2023-10-31,406.8197848189247,409.11693747926455,404.8940904395608,408.79437255859375,79665200,SPY
2023-11-01,409.77187916766434,413.9751569038601,409.23423119503474,413.154052734375,98068100,SPY
2023-11-02,416.9858880255394,421.2283044757911,416.96634857952904,421.0718994140625,94938900,SPY
2023-11-03,423.3983553166376,426.47750337482717,423.27127434580973,424.9134826660156,100167800,SPY
2023-11-06,425.67590748875534,426.3406065461818,423.92615777089577,425.8909606933594,67831700,SPY
2023-11-07,425.89101694564454,427.7482785955101,424.73756316460566,427.1031188964844,64256100,SPY
2023-11-08,427.70913437935815,428.23699769497836,425.0894169082568,427.4158935546875,61746000,SPY
2023-11-09,428.5693749791291,428.60848370202086,423.6525046258201,424.0826110839844,83174400,SPY
2023-11-10,426.17447481256386,431.0131274885478,424.072806152516,430.7003173828125,89462200,SPY
2023-11-13,429.3514248548467,431.4041705403202,428.5596447004574,430.2898254394531,52236100,SPY
2023-11-14,436.2819250150931,439.9377999752436,436.05708715382076,438.6377258300781,97176900,SPY
2023-11-15,439.98666702600025,441.22812284523997,438.7061323158723,439.56634521484375,77327600,SPY
2023-11-16,439.11664911158607,440.426507755719,438.041383110817,440.10394287109375,66665800,SPY
2023-11-17,440.11374972550516,441.2672332979486,439.1851338482301,440.6513977050781,83133200,SPY
2023-11-20,440.39721493671476,444.8937631847096,440.3874302988097,444.0433349609375,69936200,SPY
2023-11-21,442.98758927971426,443.9162349043682,441.7950269238906,443.0755615234375,49244600,SPY
2023-11-22,444.747114960906,446.1156217774461,443.68163358834215,444.78619384765625,59394900,SPY
2023-11-24,444.8351284945164,445.25545030018225,444.5027789390216,445.0599365234375,29737400,SPY
2023-11-27,444.4245827216387,445.2456869269975,443.86739527939744,444.2584228515625,50506000,SPY
2023-11-28,443.867383882385,446.008131510795,443.30044164724757,444.6982727050781,62115000,SPY
2023-11-29,446.8683493865676,448.0120483391923,443.9847149867277,444.3854675292969,63146000,SPY
2023-11-30,445.23590111265923,446.48711169529105,443.14401710587686,446.13519287109375,79752700,SPY
2023-12-01,445.5193830856826,449.31212377381115,444.92311675821435,448.7745056152344,89183400,SPY
2023-12-04,445.3531892258051,448.79401080674774,444.12151811066195,446.4186706542969,72430900,SPY
2023-12-05,445.02082978174855,447.29841299909236,444.6395868903203,446.3306884765625,69793500,SPY
2023-12-06,448.49100491903886,448.5203290025261,444.0922134086644,444.5321044921875,69124700,SPY
2023-12-07,446.6337224725188,448.5789561923744,446.027671554647,447.9240417480469,66995400,SPY
2023-12-08,447.1713663732682,450.38738010975453,446.92698906447293,449.8497619628906,83194400,SPY
2023-12-11,449.3511976042757,451.7754311113343,449.13614439130106,451.5994567871094,65002200,SPY
2023-12-12,451.2475993020298,453.7598052309679,450.24076596900215,453.66204833984375,68327600,SPY
2023-12-13,454.04325082622603,460.17225276505405,453.6815771856103,459.9180908203125,93278000,SPY
2023-12-14,461.87307394200644,463.0754209372188,458.69616920060645,461.39410400390625,119026000,SPY
2023-12-15,460.7914691104517,461.9790722841804,458.7696383555202,460.6344299316406,141553700,SPY
2023-12-18,462.25387682136306,464.2168216004984,461.1840755109935,463.22552490234375,70375300,SPY
2023-12-19,463.7751898828678,466.120923487645,463.6966852634015,466.0423889160156,55761800,SPY
2023-12-20,465.17863354013855,467.0826923236391,459.15240879660547,459.5842590332031,102921000,SPY
2023-12-21,462.5973742504415,464.21682767615175,460.1535175531242,463.9420166015625,86667500,SPY
2023-12-22,465.08052099400504,466.57237828807547,462.9605668589321,464.8744201660156,67160400,SPY
2023-12-26,465.28665851095707,467.75013402978874,465.208123940573,466.8373718261719,55387000,SPY
2023-12-27,466.6312747852937,467.82867239999376,466.0914769062102,467.68145751953125,68000300,SPY
2023-12-28,468.0446059486198,468.702175743884,467.43609779700336,467.8581237792969,77158100,SPY
2023-12-29,467.6618229910359,468.1918265288325,464.5309233128284,466.5036926269531,122283100,SPY
2024-01-02,463.4120324234117,464.89406539748853,461.77296026414723,463.8929443359375,123623700,SPY
2024-01-03,461.7140914792313,462.4600201485641,459.4959840423761,460.1044921875,103585900,SPY
2024-01-04,459.62352762063693,462.234247882289,458.39668708144865,458.6224365234375,84232200,SPY
2024-01-05,458.82855442672843,461.7239101878534,457.7881960069436,459.2506103515625,86118900,SPY
2024-01-08,459.7511256264101,465.95403860531457,459.6235294174898,465.80682373046875,74879100,SPY
2024-01-09,463.1273895276289,466.13069275931775,462.617034648156,465.10015869140625,65931400,SPY
2024-01-10,465.3749714238804,468.60402410810553,465.0903360323178,467.7304992675781,67310600,SPY
2024-01-11,468.74146092978486,469.26164017140127,463.5102255358753,467.5244445800781,77940700,SPY
2024-01-12,468.98680879638437,469.7327374699283,466.4251799867084,467.8482971191406,58026400,SPY
2024-01-16,466.4546094711113,467.77957332625357,464.2953580849732,466.1307067871094,85014900,SPY
2024-01-17,463.07831858670363,464.03034802025326,461.16443541083595,463.53961181640625,68843900,SPY
2024-01-18,465.2277716609403,468.221250691515,463.66723403940006,467.66180419921875,91856200,SPY
2024-01-19,468.800323008333,473.7763956590603,467.7109029350653,473.49176025390625,110834500,SPY
2024-01-22,475.04251160499444,476.230084936627,473.8352896540889,474.4928894042969,75844900,SPY
